Eliminate?,Title,NWits,Note JBC
,'Der Freigebige und der Geizige' ('Der milte vnd der karge'),1,
,'Der Freihart',1,
,'Der Fürsten Warnung',2,
,'Der Garten aller geistlichen Wollust',1,
,'Der Gärtner Hod',1,
,'Der Gast und die Wirtin',11,
,'Der gast',1,
,'Der gefundene Ring',1,
,'Der geile Mönch',1,
,'Der Geist hat mich vergeistet',1,
,'Der geistlich Wochenschatz',1,
,'Der geistliche Blumengarten',1,
,'Der geistliche Freudenmai',2,
,"'Der geistliche Spinnrocken', Lied I",13,
,"'Der geistliche Spinnrocken', Lied II",1,
,'Der geistliche Streit',4,
,'Der geistliche Wagen',2,
,'Der gläserne Saal',1,
,'Der glückliche Traum',1,
,'Der goldene Spiegel der armen sündigen Seele',2,
,'Der götlich mey mit siner wise',1,
,'Der göttliche Baumgarten',1,
,'Der Graf von Rom',1,
,'Der Graf von Savoyen',4,
,'Der Große Alexander',1,
,'Der Guardian',1,
,'Der gute Wächter',1,
,'Der gute Wirt',1,
,'Der Hasenkauf',1,
,'Der Hauskummer',3,
,"'Der Heiligen Leben, Redaktion'",17,
,'Der Heiligen Leben',193,
,'Der heimliche Bote',1,
,'Der Heller der armen Frau',3,
,'Der Herbst und der Mai',2,
,'Der Herr mit den vier Frauen',2,
,'Der Herr von Braunschweig' (Ballade),2,
,'Der Herr von Braunschweig' (Prosaerzählung),1,
,'Der Herr von Falkenstein',5,
,'Der Herrgottschnitzer',3,
,'Der himmlische Rosenkranz',3,
,'Der höchste Minnelohn',1,
,'Der hohle Baum A',4,
,'Der înslac',6,
,'Der Judenknabe',1,
,'Der Judenmord von Deggendorf',2,
,'Der Junker und der treue Heinrich',2,
,'Der kahle Ritter',2,
,'Der Kleine Renner',1,
,'Der kluge Bauer',1,
,'Der Knappe und die Frau',8,
,'Der König im Bad' (Meisterlied),2,
,'Der König im Bad' (Reimpaardichtung),21,
,'Der Kornkäfer',2,
,'Der Krautgarten',9,
,'Der Krieg von Würzburg',2,
,'Der Landshuter Erbfolgekrieg',5,
,'Der Landstreicher im Hurenhaus',1,
,'Der Leyen Doctrinal',2,
,'Der Liebende vor Frau Ehre',2,
,'Der Liebhaber im Bade',1,
,'Der Linzer Entecrist',1,
,'Der Löwenanteil',2,
,'Der maget krone',1,
,'Der Magezoge' ('Spiegel der Tugend'),10,
,'Der Mai und schöne Frauen',1,
,'Der Maienkranz',3,
,'Der Mandelkern',5,
,'Der Mann in der Lache',1,
,'Der Mann mit dem Stabe',1,
,'Der Mantel der Ehre',1,
,'Der Mantel',1,
,'Der Meister der hohen Sinne',1,
,"'Der Meister, Propheten, Poeten und Könige Sprüche'",2,
,'Der milde König',7,
,'Der Minne Born',2,
,'Der Minne Erklärung',1,
,'Der Minne Falkner',2,
,'Der Minne Freigedank',1,
,'Der Minne Gericht' I,1,
,'Der Minne Gericht' II,1,
,'Der Minne Gericht' III,2,
,'Der Minne Klaffer',1,
,'Der Minne Kraft',2,
,'Der Minne Leben',4,
,'Der Minne Lehre',2,
,'Der Minne Porten',2,
,'Der Minne Regel',3,
,'Der Minne Spiegel',1,
,"'Der Minnebaum' ('Arbor amoris'), dt.",12,
,'Der Minnegerende',1,
,'Der Minnekampf',1,
,'Der Minnenden Zwist und Versöhnung',2,
,'Der Minner im Garten',1,
,'Der Minner und der Kriegsmann',2,
,'Der Mönch als Liebesbote A',1,
,'Der Mönch am Kreuz',3,
,'Der Müller im Himmel',1,
,'Der nackte Bote',8,
,"'Der nun maygen welle, der nieme cristus war'",1,
,'Der Pfaffe mit der Schnur' A,2,
,'Der Pfaffe mit der Schnur' C,1,
,'Der Pfennigwertwitz',1,
,'Der Preller',1,
,'Der Rat der Einsiedlerin',1,
,'Der Rat der Frau Treue',1,
,'Der Räuber',1,
,'Der Reiher' (Fabel),3,
,'Der Reiher' (Schwankmäre),2,
,'Der Ritter im Hemde',4,
,'Der Ritter in der Kapelle',8,
,'Der Ritter mit den Nüssen',8,
,'Der Ritter und der Teufel',1,
,'Der Rosendorn',3,
,'Der rote Mund',2,
,'Der Sälden Hort',3,
,'Der schlafende Hund',3,
,'Der schlaflose Minner',2,
,'Der Schreiber im Garten',1,
,'Der Schreiber im Korb',1,
,'Der Schreiber',1,
,'Der Schüler zu Paris A',4,
,'Der Schüler zu Paris B',2,
,'Der Schüler zu Paris C',2,
,'Der Schwabenkrieg',5,
,'Der schwangere Müller',4,
,'Der schwere Traum',6,
,'Der schwierige Brief',1,
,'Der schwierige Liebesbrief',1,
,'Der Seele Baum',1,
,'Der Seele Kranz',16,
,'Der Seele Minnegarten',1,
,'Der Seele Spiegel',1,
,'Der Seelen Wurzgarten',11,
,'Der Segen Jakobs',1,
,'Der sin selbes neme eben war',1,
,'Der slecht weg' und das 'Oberrheinische Erbauungsbuch',6,
,'Der Sohn des Bürgers',1,
,'Der Spalt in der Wand',5,
,'Der Speisenkampf',1,
,'Der Sperber',11,
,'Der Spiegel',1,
,'Der Spunziererin Gebet',1,
,'Der Stern der Treue',2,
,'Der Streit zu Mühldorf',11,
,'Der Striegel',3,
,'Der süezz gedanch an ihesum christ',1,
,'Der Sünden Widerstreit',6,
,'Der Teufel und der Maler',1,
,'Der Thron der Ehre',1,
,'Der Tisch im Himmelreich',5,
,'Der törichte Liebhaber und der Sinn',1,
,'Der törichte Tausch',1,
,'Der Traum von der Liebe',1,
,'Der Traum',18,
,'Der treue Liebhaber',1,
,'Der Trinker',2,
,'Der Tropfen auf dem Stein',3,
,'Der Tugend Regel',6,
,'Der Tugenden Buch',19,
,'Der unentschlossene Minner',1,
,'Der unentwegte Liebhaber',9,
,'Der ussren trost zü mol verlurt',1,
,'Der verklagte Zwetzler',3,
,'Der verlorene Sohn',1,
,'Der Versuchung Abenteuer',1,
,'Der vertauschte Müller',1,
,'Der verzweifelte Ritter',1,
,'Der wachter an der zinnen',2,
,'Der Wallbruder',1,
,'Der warnende Ehemann',1,
,'Der Wartburgkrieg',16,
,'Der Wechsler und sein Sohn',1,
,'Der Weg zur Burg der Tugenden',1,
,'Der Weiber Kleiderpracht',1,
,'Der Weingarten',2,
,'Der Weinschwelg',3,
,'Der weise Meister von Toledo',6,
,'Der wilde Mann',1,
,'Der Wingarte Jesu',1,
,'Der Wirt',1,
,'Der Wolf an der Wiege',3,
,'Der Wolf in der Schule',1,
,'Der wucherische Wechsler',4,
,'Der Wunderer',3,
,'Der Württemberger',5,
,'Der Zahn',1,
,'Der züchte lere',5,
,'Der Zweifler',1,
,'Des Engels Unterweisungen',1,
,'Des Entkrist Vasnacht',1,
,'Des Hausknechts Rache',1,
,'Des hundes nôt',2,
,'Des Kranichhalses neun Grade',6,
,'Des Labers Lehren',3,
,'Des Labers Rat',6,
,'Des Liebhabers Verabschiedung',1,
,'Des Mädchens Klage um den toten Freund',1,
,'Des Minners Anklagen',1,
,'Des Minners Klage',2,
,'Des Minners Klage' / 'Minneklage',1,
,'Des Sterbenden Anfechtung durch den Teufel',5,
,'Des Teufels Ächtung',2,
,'Des Teufels Netz',5,
,'Des Vögleins Lehren',12,
,'Des Weingärtners Frau und der Pfaffe',2,
,'Des Wucherers Paternoster',1,
,'Deutsche (Weingartner) Buchunterschrift',1,
,'Deutsche Algebra',1,
,'Deutsches salernitanisches Arzneibuch',9,
,'Deutschordensregeln und -statuten',52,
,'Deutung der Meßgebräuche',2,
,'Deutung der neun Farben',1,
,'Di element uns des veriehen',1,
,'Di tutsch kronik von Behem lant',1,
,'Dialog eines Klosterbruders mit einem jungen Priester namens Walther',1,
,'Die acht Farben',4,
,'Die Affenmutter',10,
,'Die alte und die neue Minne',1,
,'Die Ältere Judith' / 'Die drei Jünglinge im Feuerofen',1,
,'Die Ärzte',1,
,'Die Bärenjagd',5,
,'Die Bauernhochzeit',3,
,'Die Beichte der Venus',1,
,'Die Beichte der zwölf Frauen',1,
,'Die Beichte einer Frau',20,
,'Die beiden Freier',1,
,'Die beiden Rosen',1,
,'Die beiden Schwestern',5,
,'Die beiden ungleichen Liebhaber',1,
,'Die besessene Nonne Agnes',7,
,'Die Beständige und die Wankelmütige',10,
,'Die beste höfische Gesinnung',1,
,'Die Bienenkirche' ('Die Hostie im Bienenstock'),4,
,'Die blaue Rede',3,
,'Die Blume der Schauung',6,
,'Die Blume und der Reif',4,
,'Die böse Adelheid',1,
,'Die böse Frau',1,
,'Die Brackenjagd',1,
,'Die Bruderschaft von der ewigen Weisheit',6,
,'Die Buhlschaft auf dem Baume A',1,
,'Die Buhlschaft auf dem Baume B',1,
,'Die Burg Vaste Hoede',1,
,'Die Chronik im Weißen Buch von Sarnen',1,
,'Die demütige Frau',1,
,'Die drei Birgittenfeste',2,
,'Die drei Blumen des Paradieses',1,
,'Die drei bösen Weiber',1,
,'Die drei Brüder und das Erbe',1,
,'Die drei Lebenden und die drei Toten',8,
,'Die drei Wäscherinnen',2,
,'Die Einbecker Fehde',1,
,'Die einsame Beleidigte',1,
,'Die Ermordung eines Juden und die Rebhühner',1,
,'Die ertrunkene Seele',1,
,'Die Eule',1,
,'Die Evangelien der guten Meister von Prag',1,
,'Die Falschheit der Welt',2,
,'Die Fittiche der Seele',4,
,'Die Frau des Seekaufmanns',1,
,'Die Freuden und Schmerzen Mariä' (gereimt),1,
,'Die fromme (selige) Müllerin',26,
,'Die Frösche und die Nachtigall',2,
,'Die geistliche Badestube',1,
,'Die geistliche Jagd',2,
,'Die geistliche Klause',8,
,'Die Gesänge der sieben Klausnerinnen',1,
,'Die getrennten Minnenden',2,
,'Die Gevatterinnen',1,
,'Die gezähmte Widerspenstige',1,
,'Die goldene Fessel',4,
,'Die goldenen Messen',5,
,'Die Goldwaage der Stadt Jerusalem',17,
,'Die Graserin',2,
,'Die gute Frau',2,
,'Die halbe Birne A',7,
,'Die halbe Decke I',1,
,'Die halbe Decke II',3,
,'Die halbe Decke III',4,
,'Die halbe Decke IV',1,
,'Die halbe Decke V',2,
,'Die halbe Decke VIII',2,
,'Die Harre',3,
,'Die Heidin I',2,
,'Die Heidin II',5,
,'Die Heidin III',1,
,'Die Heidin IV',3,
,'Die heilige Regel für ein vollkommenes Leben',2,
,'Die heiligen Farben',1,
,'Die Heimkehr des gefangenen Geliebten',6,
,'Die Himmelsstraße',1,
,'Die Hindin',1,
,'Die höchste Minnetugend',1,
,'Die Hochzeit',1,
,'Die Höhenflüge der Seele',1,
,'Die Jagd der Minne',1,
,'Die Jagd des Lebens',4,
,'Die Jagd',1,
,'Die Jagd' I,1,
,'Die Jagd' II,1,
,'Die Jägerin',1,
,'Die Jüdin und der Priester',1,
,'Die Jüngere Judith',1,
,'Die Katze als Diener',1,
,'Die Klage des Einsiedlers',1,
,'Die Knoten der Klara von Assisi',3,
,'Die Kogge',1,
,'Die Kohlen',2,
,'Die Königin vom Brennenden See',1,
,"'Die Königin von Frankreich, Cronica'",1,
,'Die Königstochter von Reußen',1,
,'Die Kreuzfahrt Landgraf Ludwigs des Frommen',1,
,'Die Kupplerin',1,
,'Die kurze Bibel' I,2,
,'Die kurze Bibel' II,7,
,'Die kurze Bibel' III,2,
,'Die Lehre von den fünf Worten',6,
,'Die Lilie der Keuschheit',1,
,'Die Lilie',1,
,'Die Linde im Verborgenen',1,
,'Die Linde und der Dorn',2,
,'Die maze',2,
,'Die Meierin mit der Geiß',5,
,'Die Messerlein',1,
,'Die Minne und die Ehre',2,
,'Die Minne vor Gericht',4,
,'Die Minneburg' (Prosafassung),1,
,'Die Minneburg' (Reimfassung),10,
,'Die minnende Seele',1,
,'Die Nacht in der Feldscheune',2,
,'Die Nachtigall A',1,
,'Die Nachtigall B',1,
,'Die Narrenkappe' (scherzhaft-satirisches Lied),1,
,'Die Narrenkappe' / 'Die Narrenkappe verkehrt',4,
,'Die Neue Ee',35,
,'Die neun Helden',2,
,'Die neun Zeichen der Minne',1,
,'Die Niklashauser Fahrt',4,
,'Die rächenden Rebhühner' / 'Jude und Sohn',1,
,'Die Ratte',2,
,'Die rechte Art der Minne',10,
,'Die Ritterschaft',2,
,'Die Rittertugenden des Herrn von Kronberg',1,
,'Die Sag von Nürnberg',2,
,'Die Säulen des Römischen Reiches',10,
,'Die Schönheit der Geliebten',2,
,'Die Schule der Ehre',1,
,'Die Schule der Tugenden' ('Zwei Schulen der Weisheit'),5,
,'Die sechs Farben' I,15,
,'Die sechs Farben' II,1,
,'Die sechs Klagen unseres Herrn',17,
,'Die sechs Kronen',4,
,'Die sieben Buchstaben des Wappens der Tugend',1,
,'Die sieben Eigenkünste',1,
,'Die sieben Farben des Liebenden',1,
,'Die sieben Farben',1,
,"'Die sieben freien Künste, die vier Fakultäten und der Baum der Wissenschaft' (lat./dt. Verse)",2,
,'Die sieben größten Freuden',2,
,'Die sieben Todsünden' I,5,
,'Die Sprinze',1,
,'Die Sultanstochter im Blumengarten',9,
,'Die Tierbeichte',1,
,'Die Töchter der sieben Hauptsünden und der sieben Tugenden',1,
,'Die tovele',1,
,'Die treue Magd',3,
,'Die Tugendschule',3,
,'Die undankbare Wiedererweckte',5,
,'Die undankbaren Hunde',1,
,'Die untreue Hirschkuh',1,
,'Die verfolgte Hindin',1,
,'Die verspotteten Liebhaber',1,
,'Die versuchte Treue',6,
,'Die vier Angesichte des Arztes',1,
,'Die vier Bücher vom Holz',1,
,'Die vier Stufen der Demut',1,
,'Die Vögte von Weida',1,
,'Die Wahrheit',1,
,'Die Warnung',1,
,'Die Weberschlacht',2,
,'Die Weintrauben',2,
,'Die Wette um Wahrheit oder Lüge',5,
,'Die Wette',4,
,'Die Wünsche',1,
,'Die Zauberin',1,
,'Die zehn Schwestern',5,
,'Die zwei Beichten' A,4,
,'Die zwei Beichten' B,1,
,'Die zwei Blinden' (Prosafassung),1,
,'Die zwei Blinden' (Reimfassung),1,
,'Die zwei Maler',1,
,'Die zwei Studenten',1,
,'Die zwölf (sieben) Pfaffenknechte',4,
,'Die zwölf guten Menschen und der Jüngling',4,
,'Die zwölf Räte Jesu Christi',23,
,'Die zwölf Ritter',1,
,'Die zwölf Trünke',3,
,"'Dies est laetitiae in ortu regali', dt.",4,
,'Diessenhofener Liederblatt',1,
,'Dietrich und Fasold',1,
,'Dietrich und Wenezlan',1,
,'Dietrichs Flucht',5,
,'Dietsche Doctrinale',19,
,'Dindimus Buch',3,
,'Disput zwischen der minnenden Seele und unserem Herrn',3,
,'Disputacio wider die juden',1,
,'Dithmarscher Landrecht',1,
,'Diu glôse über daz êwangelium S. Johannis',2,
,'Diu reissunge und die bewisunge zuo dem beschouwende lebende',2,
,'Diu vrône botschaft',1,
,'Diu zeichen eines wârhaften grundes',23,
,'Docens Marienklage',1,
,'Domherr und Kupplerin',1,
,'Dominikanerinnen-Konstitutionen',17,
,'Dominikus' (Prosalegenden),4,
,'Dominikus' (Verslegende),1,
,"'Donat', lat.-dt.",8,
,'Donaueschinger (südbairisches) Magdalenenspiel',1,
,'Donaueschinger Liederhandschrift',1,
,'Donaueschinger Passionsspiel',1,
,'Donaueschinger Predigtsammlung v. J. 1484',1,
,'Donaueschinger Weltgerichtsspiel',1,
,"'Donum Dei', dt.",6,
,'Dornenkranz von Köln',1,
,'Dornenkrone unsers lieben herren Jhesu Christi' (Gebetszyklus),1,
,'Dorothea' (Prosalegenden),29,
,'Dorothea' (Verslegende I),7,
,'Dorothea' (Verslegende II),1,
,'Dorothea' (Verslegende III),2,
,'Dorothea' (Verslegende IV),1,
,'Dorothea' (Verslegende V),1,
,'Dorothea' (Verslegende VI),1,
,'Dorothea' (Verslegende VII),1,
,'Dorothea' (Verslegende VIII),1,
,'Drakula',8,
,'Drei buhlerische Frauen',1,
,'Drei Edelsteine',1,
,'Drei Hunde als Beschützer',1,
,'Drei listige Frauen A',1,
,'Drei listige Gesellen',1,
,'Drei Stufen Maria Magdalenas',2,
,'Dreifaltigkeitsmesse Benedicta sit sancta trinitas',4,
,'Dreikönigslegende',4,
,'Dresdner Gärtlein',3,
,'Dresdner Heldenbuch',1,
,'Dresdner Liebesbriefe',1,
,'Du heiles hort',1,
,'Düdesche Arstedie',6,
,'Dukus Horant',1,
,'Dulciflorie',2,
,'Dürrer und grüner Stock',1,
,'Dy Cronycke des Stephan Voyvoda auß der Wallachey',1,
,'Dystorie van Saladine',1,
,'Eberhard und Itha von Nellenburg',4,
,'Ebstorfer Liederbuch',2,
,'Ebstorfer Predigtsammlungen',3,
,'Echternacher Stifterchronik',3,
,'Eckenlied',7,
,'Eckhart-Legenden' / 'Meister Eckhart und der arme Mensch',15,
,'Eckhart-Legenden' / 'Meister Eckhart und der nackte Knabe',10,
,'Eckhart-Legenden' / 'Meister Eckharts Tochter',13,
,'Eckhart-Legenden' / 'Meister Eckharts Wirtschaft',34,
,'Edolanz',2,
,'Egerer Passionsspiel',1,
,'Eghenveldersches Liederbuch',1,
,'Ehestreit',1,
,'Ehren und Höhnen',3,
,'Ehrenpreis-Traktat',1,
,'Eiche und Rohr',6,
,'Eichenmisteltraktat',53,
,'Eichentraktat',1,
,'Eichstätter Konventsregel des Heilig-Geist-Spitals',1,
,'Ein alter Mann verweist dem Minner seine Untreue',1,
,"'Ein gutte ler unverstanden', Komposittraktat",4,
,"'Ein klag Balthasar Cossa, Johannes der XXIII pabst genant' (1415)",1,
,'Ein meister der seit uns von wesen blos',1,
,'Ein spiegel geystlicher zucht',1,
,'Ein Traum vom Liebesglück',2,
,'Ein verstantlich beschouwunge',7,
,'Eine geistliche Geißel',14,
,'Eine gute Beicht',1,
,'Eine gute Klosterlehre',7,
,'Eine letze (lectio) an einen jungen Ordensbruder',1,
,'Eine tugendhafte Frau übertrifft die vier Elemente',1,
,'Eine Vermahnung der geistlichen und weltlichen Stände Deutschlands',3,
,'Einsiedeln-Zürcher Lektionar',2,
,'Einsiedler Liebeslied',1,
,'Eiserner und irdener Topf',1,
,'Elbinger Beichtbüchlein des Deutschen Ordens',1,
,'Elbinger Handfeste',1,
,'Elbinger Rechtsbuch',1,
,'Elbinger Wiesenbuch',2,
,'Eleazar von Sabran' (Prosalegende),4,
,'Elisabeth von Thüringen' (Ballade),1,
,'Elisabeth von Thüringen' (Darmstädter Reimfassung),1,
,'Elisabeth von Thüringen' (Mainzer Reimfassung),1,
,'Elisabeth von Thüringen' (Prosalegenden),3,
,'Elisabeth von Ungarn' (Prosalegenden),1,
,'Elsässische Legenda aurea',40,
,'Elsässische Predigten',2,
,'Elsässisches Arzneibuch',3,
,'Elsässisches Trojabuch',15,
,'Elster und Taube',1,
,'Emmeram' (Prosalegenden),3,
,'Emmeramer Aderlasstraktat',1,
,'Emmeramer Kräuterbuch',1,
,'Emmeramer Monatsregeln',1,
,'Emmeramer Rezeptar',1,
,'Emmericher Schwesternbuch',1,
,'Engel und Waldbruder',2,
,'Engelberger Beichte',1,
,'Engelberger Gebetbuch',1,
,'Engelberger Gebete',1,
,'Engelberger Lobgebet',1,
,'Engelberger Marienklage',1,
,'Engelberger Osterspiel',1,
,'Engelberger Predigten' [früher: Engelberger Prediger],31,
,'Erasmus von Formio' (Prosalegenden),17,
,'Erfurter Blutsegen Ad restringendum sanguinem',1,
,'Erfurter Judeneid',2,
,'Erfurter Moralität',1,
,'Erfurter Rechtsbuch',3,
,'Erhard von Regensburg' (Prosalegenden),1,
,'Erlanger Beichte',1,
,'Erlanger Promptuarium',3,
,'Erlauer Arzneibuch-Fragment',2,
,'Erlauer Dreikönigsspiel',1,
,'Erlauer Magdalenenspiel',1,
,'Erlauer Marienklage',2,
,'Erlauer Osterspiel',1,
,'Erlauer Wächterspiel',1,
,'Erlauer Weihnachtsspiel',1,
,'Erlösung',8,
,'Ermahnung eines Beichtvaters zum würdigen Empfang der Eucharistie' (Inc.: Myn kinde summe dich nit schicke dich dick andechtiglichen zu empfahen das heillig wirdig sacrament),2,
,'Erweiterte Christherre-Chronik',3,
,'Erzählung über die Bekehrung der Thüringer',1,
,'Erzählung vom Tode König Erich Plogpennings',1,
,'Es flog ein clains walt vogelein auß hymels drone',3,
,'Es kommt ein schiff geladen',6,
,'Esau und Jacob' und 'Die zehn Gebote',1,
,'Esel in der Löwenhaut',2,
,'Esra und Nehemia',1,
,'Essener Evangeliarglossen',1,
,'Essener Heberolle',1,
,'Etymachietraktat',27,
,"'Euchariestiepredigt Redemisti nos Deo in sanguine tuo' (Apc 5,9), dt.",2,
,"'Eucharius, Valerius und Maternus' (Prosalegenden)",7,
,'Euphrosyne' (Prosalegenden),20,
,'Euphrosyne' (Verslegende),1,
,'Eustachius' (Prosalegenden),7,
,'Eustachius' (Verslegende),1,
,'Evangelien-Perikopen der Passion',5,
,'Evangelien-Perikopen',11,
,'Evangelien-Übertragung' / 'Alemannische Evangelien-Übertragung',2,
,'Evangelien-Übertragung' / 'Melker Evangelien',9,
,'Evangelien-Übertragungen',13,
,'Evangelien-Übertragungen' / 'Evangelienbuch des Matthias von Beheim',4,
,'Evangelien-Übertragungen' / 'Wien-Münchener Evangelien-Fragmente',1,
,"'Evangelienharmonie', nd.",5,
,'Evangelium Nicodemi',23,
,'Exhortatio ad plebem christianam',2,
,"'Ey edel sele, halt dich vri'",2,
,'Facetus Cum nihil utilius',37,
,'Falke und Star',1,
,'Falkensteiner Rezepte gegen den Blasenstein',1,
,'Falkner und Terzel',1,
,'Farbentracht',1,
,'Fechtbücher' (anonyme),19,
,'Fegfeuer des hl. Patricius',14,
,'Fehde zwischen Amor und Reden',1,
,'Felicitas und ihre sieben Söhne' (Prosalegenden),5,
,'Felix und Regula' (Prosalegenden),3,
,'Feuerwerkbuch von 1420',44,
,'Fichards Liederbuch',1,
,'Fink und Nachtigall',5,
,'Fischbüchlein vom Bodensee',1,
,'Fischer und kleiner Fisch',1,
,'Fleischbuch',1,
,'Floovent',1,
,'Florentius' (Prosalegenden),11,
,"'Flores temporum', dt.",2,
,'Florian von Lorch' (Prosalegenden),2,
,'Flors inde Blanzeflors',1,
,'Flos vnde Blankeflos',5,
,'Fluch über die ungetreuen Frauen',2,
,'Frankfurter Beichte',1,
,'Frankfurter Dirigierrolle',1,
,'Frankfurter Osterspielfragment',1,
,'Frankfurter Rezept',1,
,'Frankfurter Würzgärtlein',1,
,'Fränkische Psalmen-Fragmente',1,
,'Fränkisches Arzneibuch',3,
,'Fränkisches Gebet',1,
,'Fränkisches Taufgelöbnis',1,
,'Franziskanerregel',16,
,'Franziskus und seine Gesellen',20,
,'Franziskus von Assisi' (Prosalegenden),7,
,'Franziskus von Assisi' (Verslegende),1,
,"'Franziskusbuch Fac secundum exemplar', dt.",1,
,'Frau Ehrenkranz',2,
,'Frau Fischerin',2,
,'Frau Minne warnt vor Hochmut',1,
,'Frau Minne warnt vor Lügen',1,
,'Frau Minne weiß Rat',1,
,'Frau oder Lamm',1,
,'Frau Seltenrain',2,
,'Frau Tugendreich',1,
,'Frau und Magd',1,
,'Frau Untreue',1,
,'Frau Venus und die Minnenden',1,
,'Frauen- und Liebespreis',1,
,'Frauenbüchlein der Salzburger Hs. M III 3',1,
,'Frauendienst und Minnedienst',1,
,'Frauenehre',1,
,'Frauengruß' I,1,
,'Frauengruß' II,1,
,'Frauenklage',1,
,'Frauenlist',2,
,'Frauenlobs Beichte',7,
,'Frauenminne und Gottesminne',1,
,'Frauenschönheit',1,
,'Frauentreue',6,
,'Freckenhorster Heberolle',2,
,'Freiberger Arzneimittellehre',4,
,'Freiburger Dreikönigsspiel',1,
,'Freiburger Fronleichnamsspiele',2,
,'Freiburger Perikopen',3,
,'Freisinger Paternoster',2,
,'Frenswegener Vokabular',10,
,'Friedberger Christ und Antichrist',1,
,'Friedrich von Schwaben',7,
,'Friedrichs von Hennenberg geistliche Rüstung',2,
,'Fritzlarer Passionsspiel',1,
,'Frölich so will ich singen',6,
,'Frosch mit dem Helbling',1,
,'Frosch und Maus',1,
,'Frosch und Ochse',1,
,'Frösche bitten um einen König',1,
,'Frühe Gartenallegorie',1,
,'Frühmittelhochdeutsche (Predigt-)Fragmente aus der Sammlung Eis',1,
,'Fuchs und Affe' III,2,
,'Fuchs und Füchsin',2,
,'Fuchs und Hahn',1,
,'Fuchs und Katze',3,
,'Fuchs und Krebs',1,
,'Fuchs und Rabe',1,
,'Fuchs und Trauben',2,
,'Fuchs und Wolf im Brunnen',2,
,'Fuchs und Wolf' I,1,
,'Fuchs vor der Löwenhöhle',1,
,'Fuldaer Beichte',2,
,'Fuldaer Pestrezepte',1,
,"'Fundationes monasteriorum Bavariae', dt.",1,
,'Fünf Fragen',1,
,'Fünf Punkte von der Frauenehre',1,
,'Fünfzehn Vorzeichen des Jüngsten Gerichts',29,
,'Fünfzehn Vorzeichen des Jüngsten Gerichts' ('Sächsische Weltchronik'-Fassung),7,
,'Fünfzehn Zeichen in der Geburtsnacht Christi',6,
,'Fürstenspiegel Eyn kurcz ordenonge in gemeyne allen den die da regieren huß dorffere oder stede',2,
,'Fürstenspiegel nach Aegidius Romanus',7,
,'Fürstenspiegel nach Aegidius Romanus' (Welch furste sich vnde sine erbin),3,
,'Fürstenspiegel Von dem Adel',5,
,'Fürstenspiegel Wiewol all menschen erstlich entsprungen aus ainer wurczel Adam',14,
,'Fürstenspiegel Wye ein werltleich fürst',6,
,'Füssener Marienklage I',1,
,'Füssener Marienklage II',1,
,'Füssener Osterspiel',1,
,'Gabriel und die Seele',8,
,'Gaesdoncker Liedersammlung',1,
,'Gaesdoncksche Traktate',2,
,'Galgant-Gewürztraktat',2,
,'Gamaleon-Prophetie',2,
,'Gangolf' (Prosalegenden),8,
