;;"gen";"rep_n_aut";"autore";"post";"ante";"origine";"identificazione"
"";"Scheda";"3";"BEdT 356a";"Peire Rogier de Mirapeis";" ";" ";"Linguadoca, Contea di Foix";"Importante personaggio documentato a cavallo tra 12 e 13 secolo. Nel repertorio degli autori egli compare attraverso rubriche attributive dei canzonieri °C, ^a e ^f: la tav. di °C e ^f gli assegnano la canzone BEdT 375,012 L'adregz solatz e l'aveinens compaigna in °C e in ^a sono poste sotto il suo nome le intere sezione contenenti i testi di BEdT 356 Peire Rogier, precisamente: °C nn. 0572-0579 e ^a2 nn. 0221-0223. Cfr. Appel 1882, p.3-4, che però non conosceva ^a2, e qui nota alla scheda relativa a BEdT 375,012 nella tav. di °C (0361). Peire Rogier de Mirapeis non è certamente identificabile col Peire Rogier alverniate che ci è presentato dalla vida antica ed al quale paiono da assegnare i componimenti presenti sotto la rubrica BEdT 356. Un'attività poetica da parte di Peire Rogier de Mirapeis appare certamente possibile, alla luce dei suoi contatti e dell'ambiente nel quale va collocato, ma non è in alcun modo concretizzabile sulla base delle attuali conoscenze. L'attribuzione a questo Peire Rogier delle canzoni BEdT 375,012 L'adregz solatz e l'avinens compaigna e BEdT 356,002 Douss'amiga, no.n posc mais da parte di Guida (2007) è possibile (salvo verifica della componente linguistica di BEdT 356,002, che Marshall ritiene nord-orientale), ma rimane al momento puramente congetturale."
"";"Scheda";"3";"BEdT 331";"Peire Bremon lo Tort";" ";" ";"Provenza, Delfinato, Viennese, Valentinese (?)";" "
"";"Scheda";"3";"BEdT 332";"Peire de Bussignac";" ";" ";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"3";"BEdT 342b";"Peire Gauseran";" ";" ";"Catalogna, Rossiglione";" "
"";"Scheda";"3";"BEdT 301";"Mir Bernart";"1165";" ";"Linguadoca, Contea di Foix";"Guida 1989 propone l'identificazione con un Mir bernardus attestato in documenti degli anni 1165-66"
"";"Scheda";"3 (?)";"BEdT 065";"Bernart de Pradas";" ";" ";"Quercy, Rouergue (?)";" "
"";"Scheda";"3 (?)";"BEdT 334";"Peire de la Cavarana";" ";" ";"Italia";" "
"";"Scheda";"3 / 4";"BEdT 355";"Peire Raimon de Toloza";" ";" ";"Linguadoca, Contea di Foix";"cfr. 354a Paire Raimon"
"";"Scheda";"3: senhal";"BEdT 444";"Tostemps";" ";" ";"Linguadoca, Contea di Foix: senhal";"Si tratta del senhal che identifica Raimon de Miraval (BEdT 406) nei testi di Folquet de Marseilla (BEdT 155)."
"";"Scheda";"3: solo nominato";"BEdT 169";"Gaudairenca";" ";" ";"Linguadoca, Contea di Foix: solo nominato";"Trobairitz nominata nel sirventese BEdT 454,001 di Uc de Mataplana e nella razo 406.B.B, § 10 (solo °H) come moglie di Raimon de Miraval dalla quale egli si sarebbe voluto separare figlia di un Caudeira (ossia Gaudaira), non identificabile, ella sabia ben trobar coblas e dansas ."
"";"Scheda";"3: solo nominato";"BEdT 445";"Tremoleta";" ";" ";"Catalogna, Rossiglione: solo nominato";"E' l'ottavo dei trovatori ritratti nella satira di trovatori BEdT 305,016 Pos Peire d'Alvergn'a chantat , del Monge de Montaudo: E·N Tremoleta·l Catalas, / qui fay sonetz levetz e plas, / e sos cantars es de nien, / e ten son cap cum fai auras ben a trent’ans que for’ albas / si no fos lo negr’onhemen. E' stata proposta da Rossi 1983b l'identificazione congetturale con BEdT 213 Guillem de Cabestaing, la cui identità sarebbe qui celata da un nomignolo scherzoso, basato sul carattere dei suoi componimenti e con allusione ad un'ironica interpretatio nominis: caput stagni come testa bianca , quindi canuta (cfr. vv. finali della strofa)."
"";"Scheda";"5 / 3";"BEdT 345";"Peire Guillem de Toloza";" ";" ";"Linguadoca, Contea di Foix";"Bertran Carbonel nel planh 082,015 compiange la scomparsa di un P. G. ( Pey Guillem ?: la prosodia richiede comunque una misura di tre sillabe) contro un personaggio indicato identicamente come P.G. , con le sole iniziali ( .P. / ponchat et enapres un .G. ) è indirizzato un sirventese, di reprimenda personale e di ammonimento, dello stesso Bertran Carbonel (082,018).Circa i Peire Guillem nella tradizione trobadorica cfr. anche Rieger (D.) 1980b, p.52, n.10."
"";"Scheda";"-";"BEdT 006";"Aenac";" ";" ";"-";"Non esiste, si tratta di una falsa identificazione d'autore provocata dal fraintendimento del passo di Raimon Vidal nel quale compare il frammanto che gli sarebbe ascritto. In realtà si tratta dell'espressione a enac , costruita come deverbale da enagar (cfr. ed. Field 1989, p. 242 e n. 315)."
"";"Scheda";"4-5 (6 ?)";"BEdT 229";"Guillem Raimon";" ";" ";"non precisabile: attribuzione";" "
"";"Scheda";"5 (?)";"BEdT 459";"Vaquier";" ";" ";"non precisabile";" "
"";"Scheda";"5 (?)";"BEdT 391";"Raimbaut d'Eira";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5 (?)";"BEdT 346";"Peire Imbert";" ";" ";"non precisabile";"La datazione si fonda sull'identificazione del trovatore con un personaggio omonimo legato all casa d'Angiò il testo è tuttavia privo di qualsiasi elemento utile a una datazione o localizzazione."
"";"Scheda";"5 (?)";"BEdT 110";"Catalan";" ";" ";"non precisabile";"E' stata suggerita l'identificazione ipotetica con BEdT 024 Arnaut Catalan."
"";"Scheda";"5 (?) @";"BEdT 263";"Javare";" ";" ";"non precisabile";"Interlocutore di un Bertran, non identificabile con sicurezza (sono stati proposti Bertran d'Alamano e Bertran d'Aurel), nello scambio di coblas BEdT 075,004. La localizzazione provenzale è suggerita dal fortuna del particolare modello metrico."
"";"Scheda";"5 (?) @";"BEdT 059";"Bernart de Bondeills";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais (?)";" "
"";"Scheda";"5 (?) @";"BEdT 051";"Bernardo";" ";" ";"Italia (?)";" "
"";"Scheda";"5: variante di nome";"BEdT 196";"Guigo";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Identificato concordemente dalla critica con BEdT 197 Guigo de Caabanas."
"";"Scheda";"5 / 6";"BEdT 402";"Raimon Guillem";" ";" ";" ";"Coì è nominato il trovatore che contende con Ferrari de Ferrara nello scambio di coblas BEdT 229,001a, assegnato nel repertorio a BEdT 229 Guillem Raimon: cfr. Folena 1976, p.479 sg. e cfr. anche BEdT 393,003 (scambio di coblas fra un Raimon e uno sconosciuto) che nell'unico ms. è vicina alla tenzone fra Ferrari e GlRm."
"";"Scheda";"5 / 6";"BEdT 216";"Guillem Fabre";" ";" ";"Linguadoca, Contea di Foix";"Trovatore narbonese, secondo l'indicazione della rubrica nel canz. °C, suo unico testimone. E' dubbia l'identificazione col dedicatario di un breve testo encomiastico di di Bernart d'Auriac, che comporterebbe lo scivolamento della cronologia alla fine del sec. 13 cfr. in questo senso Parducci 1933."
"";"Scheda";"5 / 6";"BEdT 150";"Ferrari de Ferrara";" ";" ";"Italia";" "
"";"Scheda";"2 (?) @";"BEdT 219";"Guillem Godi";" ";" ";"non precisabile";"Da Jeanroy 1934, p.379 ritenuto coincidente con Gaudi (BEdT 170). Tuttavia i testi dei due, la canzone di Guillem Godi (BEdT 219,001) e una tenzone con proponente Alberjat (BEdT 012b,001) nella quale l'interlocutore è Gaudi, non hanno niente in comune e l'identificazione pare gratuita. La canzone di Guillem Godi - a torto classificata come chanson-sirventés da Jeanroy 1934 e nel t.1 di Frank 1953-57 - non contiene elementi utili a una sicura datazione, ma ha tratti coerenti di tipo arcaico ancor più che arcaizzante (sviluppo del tema amoroso, polemica contro i lauzengiers, difesa di joven, forma metrica su strofa breve di 6 octosyllabes maschili)."
"";"Scheda";"4-5 (6 ?)";"BEdT 229";"Guillem Raimon";" ";" ";"non precisabile: attribuzione";" "
"";"Scheda";"3: senhal";"BEdT 444";"Tostemps";" ";" ";"Linguadoca, Contea di Foix: senhal";"Si tratta del senhal che identifica Raimon de Miraval (BEdT 406) nei testi di Folquet de Marseilla (BEdT 155)."
"";"Scheda";"5 (?) @";"BEdT 263";"Javare";" ";" ";"non precisabile";"Interlocutore di un Bertran, non identificabile con sicurezza (sono stati proposti Bertran d'Alamano e Bertran d'Aurel), nello scambio di coblas BEdT 075,004. La localizzazione provenzale è suggerita dal fortuna del particolare modello metrico."
"";"Scheda";"5 (?) @";"BEdT 059";"Bernart de Bondeills";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais (?)";" "
"";"Scheda";"5 (?) @";"BEdT 051";"Bernardo";" ";" ";"Italia (?)";" "
"";"Scheda";"0: solo nominato";"BEdT 384a";"Lo princeps dels Bauz";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"L'attribuzione compare nell'indice di ^a e non può essere associata con sicurezza a nessun testo."
"";"Scheda";"0: solo nominato";"BEdT 368";"Pelardit";" ";" ";"non precisabile: solo nominato";"Nominato da Uc de Lescura in un gruppo di trovatori e giullari di fama."
"";"Scheda";"0: solo nominato";"BEdT 321";"Pei Ramon";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"0: solo nominato";"BEdT 175";"Geneys lo Joglar";" ";" ";"non precisabile: solo nominato";"Attribuzione presente nel solo canzoniere °C 1085 per la canzone BEdT 027,004b. Blasi 1937, p.XXIII, che esclude \175 Geneys lo joglar come autore di 027,004b perché si tratta di personaggio altrimenti sconosciuto, avanza l'idea che si possa trattare di uno pseudonimo per desiganare lo stesso Arnaut Catalan cui la canzone religiosa è attribuita dal solo °M. La rubrica attributiva nella tavola del canzoniere (quella in testa alla canzone è parzialmente asportata, ma concorde per quanto rimane) recita Geneys lo ioglars a cuy uoutz de lucas det lo sotlar ."
"";"Scheda";"0: solo nominato";"BEdT 164";"Gasquet";" ";" ";"non precisabile: solo nominato";"Si tratta con ogni evidenza di un giullare, nominato nell'incipit di BEdT 461,123c e oggetto di una diretta satira personale nelle coblas di Fortunier BEdT 158,001, unitamente al suo possibile protettore n'Aimeric."
"";"Scheda";"0: solo nominato";"BEdT 161";"Galaubet";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"0: solo nominato";"BEdT 135";"Elias Gausmar";" ";" ";"non precisabile: solo nominato";"Variante di nome presente nei canzonieri °C °R nella satira BEdT 323,011."
"";"Scheda";"0: solo nominato";"BEdT 078";"Bertran Arnaut";" ";" ";"non precisabile: solo nominato";"Trovatore noto solo attraverso l'indice del canz. di Bernart Amoros e del quale non si è conservato nessun testo."
"";"Scheda";"0: solo nominato";"BEdT 042";"Auzer Figueira";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"0: solo nominato";"BEdT 033";"Arnaut Romieu";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"6: senhal";"BEdT 412";"Rainart";" ";" ";"Quercy, Rouergue: senhal";"Senhal o epiteto designante Austorc del Boy nella tenzone BEdT 248,074, v.41."
"";"Scheda";"0 diversi autori";"BEdT 367";"Peironet";" ";" ";"non precisabile: diversi autori";"La rubrica riunisce due trovatori certamente distinti, se si accetta l'identificazione del Peire di BEdT 322b,001 col re Pietro III d'Aragona: in questo caso il Peironet suo interlocutore è da distinguere con sicurezza dall'omonimo che dibatte con Guiraut de Salaignac nello scambio di coblas BEdT 322b,001 - BEdT 367,002."
"";"Scheda";"0 diversi autori";"BEdT 201";"Guillem";" ";" ";"non precisabile: diversi autori";"Il Guillem che dibatte con Peire in 322a,001 = 201,001 compone intorno al 1276"
"";"Scheda";"0 diversi autori";"BEdT 165";"Gaucelm";" ";" ";"non precisabile: diversi autori";" "
"";"Scheda";"0 diversi autori";"BEdT 131";"Elias";" ";" ";"non precisabile: diversi autori";" "
"";"Scheda";"0 diversi autori";"BEdT 127";"Eble";" ";" ";"non precisabile: diversi autori";" "
"";"Scheda";"0 diversi autori";"BEdT 075";"Bertran";" ";" ";"non precisabile: diversi autori";"La rubrica Bertran individua anche Bertran d'Alamanon in tenzone con Sordel in 437,011. Il Bertran che discute con Monge nella tenzone BEdT 075,005 è molto probabilmente un italiano, a giudicare dalle rime (cfr. sopr. v.23-4). Il Bertran che contende col giullare Javare in BEdT 075,004 è qualificato dall'interlocutore come cavalier trobador e capace di comporre coblas ( pois coblas sabes faire )."
"";"Scheda";"0";"BEdT 108";"Carenza";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 211";"Guillem de Biars";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"0";"BEdT 198";"Guillalmet";" ";" ";"non precisabile";"Non identificabile, probabilmente un giullare. Promotore di una breve tenzone (due coblas e due tornadas) nella quale schernisce un Prior , anch'egli non meglio identificato, a motivo delle ristrettezza economiche in cui si trova il santo affidato alle sue cure."
"";"Scheda";"0";"BEdT 172";"Gausbert Amiel";" ";"1254 (è presente nel canz. °D)";"Guascogna, Comminges, Agenais";"Il vers 172,001 compare in °D come parte di un gruppo di quattro componimenti inseriti tra le sezioni di Peirol e di Aimeric de Peguillan dei quali gli altri tre sono certamente duecenteschi e probabilmente tutti connessi con la regione del Rodano (Tarascona, in particolare)."
"";"Scheda";"0";"BEdT 167a";"Gauceran";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"0";"BEdT 012";"Alaisina Yselda";" ";" ";"non precisabile";"Trobairitz non identificabile, che sottopone a Na Carenza, anch'essa dall'identità sfuggente, la questione dell'opportunità o meno di maritarsi."
"";"Scheda";"0";"BEdT 159";"Fraire menor";" ";" ";"non precisabile";"Autore di un'unico testo, una preghiera in versi. L'attività dell'autore va ricondotta genericamente al sec. 13, data la derivazione formale da BEdT 461,148 (gli altri contrafacta trobadorici sono scaglionati tra i primi decenni del secolo e il 1260 ca.)."
"";"Scheda";"0";"BEdT 157";"Formit de Perpignan";" ";" ";"Catalogna, Rossiglione";" "
"";"Scheda";"0";"BEdT 150a";"Folc";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 145";"Esteve";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 215";"Guillem Evesque, joglar d'Albi";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"0";"BEdT 137";"En Genim d'Urre de Valentines";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Engenim Durre (ma col dubbio: prénom alteré? ) per Jeanroy 1934, p.363, che lo dice forse originario di Eurre, cant. di Crest, arr. di Die. Apparteneva probabilmente alla piccola nobiltà ( valvassor ?: cfr. BEdT 137,001)."
"";"Scheda";"0";"BEdT 171";"Gausbert";" ";" ";"non precisabile";"Promotore di una tenzone con un Peire Bremon, anchìesso non identificabile e non riconoscibile in nessuno dei due omonimi la cui identità ci è invece nota."
"";"Scheda";"0";"BEdT 068";"Bernart Tortitz";" ";" ";"non precisabile";"Trovatore non identificabile."
"";"Scheda";"0";"BEdT 062";"Bernart de la Fon";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 056";"Bernart Arnaut Sabata";" ";" ";"non precisabile";"Autore di una sola canzone attribuitagli da °R e, come alternativa, dalla tav. di °C, mentre °C la dà a Perdigo (è furoviante a questo proposito la scheda di Jeanroy 1934, p.343). L'autore non pare un aristocratico."
"";"Scheda";"0";"BEdT 049";"Berenguier de Poivent";" ";" ";"Linguadoca, Contea di Foix (?)";"Identificato da Jeanroy 1934 p.342 come originario di Poivert [Puivert], cant. de Chalabres, arr. di Limoux, Aude."
"";"Scheda";"0";"BEdT 048";"Berenguier de Poizrengier";" ";" ";"non precisabile";"Identificato da Chabaneau come originario di Puyrenier, cant. de Mareuil, arr. di Nontron, Dordogne, da Schultz-Gora al contrario come di Puisserguier, cant. de Capestang, arr. di Béziers, Hérault (cfr. Jeanroy 1934, p.40). Il nome di Berenguer ricorre effettivamente nell'importante famiglia linguadociana dei signori di Puisserguier (cfr. Cheyette 2001, p.217-9). Guida 2011, pp.171-192 ritiene che il testo sia un gioco a natura satirico-parodica e propone di identificarne l'autore con Berenguier signore di Puysserguier (ampia documentazione sulla famiglia)."
"";"Scheda";"0";"BEdT 035";"Arver";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 031";"Arnaut Peire d'Agange";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"0";"BEdT 022a";"Andrian del Palais";" ";" ";"non precisabile";"Autore conosciuto solo attraverso Terramagnino da Pisa che e cita a due riprese dei versi, 8 e 2 rispettivamente, estratti da quella che sembra essere una canzone la seconda citazione contiene un riferimento alla Provenza (Ay domnas e seygnor / de Proens' e d'aillor), ovviamente insufficente di per sé per una localizzazione. Guida 2006c propone di identificarlo con BEdT 315 Palais (o meglio, all'inverso, Palais con Andrian del P.)."
"";"Scheda";"0";"BEdT 015a";"Albert de Saint Bonet";" ";" ";"non precisabile";"Trovatore noto solo come proponente di una tenzone con una donna, testo di cui non resta che l'incipit nella tavola antica del canz. °B: BEdT 015a,001 Bela domna, si.us platz."
"";"Scheda";"0";"BEdT 012b";"Alberjat";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 139";"Enric";" ";" ";"non precisabile";"Attribuzione presente nei canzonieri."
"";"Scheda";"0";"BEdT 407";"Raimon Rigaut";" ";" ";"non precisabile";"Autore di un solo testo, composto in realtà da tre coblas distinte."
"";"Scheda";"0";"BEdT 362";"Peire de Valeira";" ";" ";"Guascogna, Comminges, Agenais (?)";"Appel 1897, p.408 a seguito dell'analisi delle forme metriche dei due testi del trovatore insinua l'ipotesi che egli possa essere in realtà sensibilmente posteriore all'epoca di Marcabru, a differenza di quanto afferma l'autore della vida antica, che lo vuole contemporaneo di quest'ultimo ( joglars fo el temps et en la sazos que fo Marcabrus )."
"";"Scheda";"0";"BEdT 385";"Prior";" ";" ";"non precisabile";"Priore di una fondazione ecclesiastica partecipa a una breve canzone (due coblas e due tornadas) con un non meglio identificato Guilalmet, che lo schernisce per le ristrettezza economiche in cui si trova il santo affidato alle cure del priore."
"";"Scheda";"0";"BEdT 249a";"Domna H";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 350";"Peire de Mont Albert";" ";" ";"non precisabile";"Noto esclusivamente come proponente della tenzone BEdT 350,001. Avendo constatato la mancanza di altre attestazioni del nome nella documentazione antica, Guida 2010 propone di correggere Peire de Mont Albert (nel testo e nella rubrica del ms. unico) in Paire de Mon-Albert e di identificare di conseguenza il trovatore con BEdT 044 Azar, padre di Albertet secondo la vida di quest'ultimo."
"";"Scheda";"0";"BEdT 337";"Peire de Cols, d'Aorlac";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"0";"BEdT 328";"Peire de Blai";" ";" ";"non precisabile";"Cfr. 328a Peire de Brau (potrebbe trattarsi di una semplice variante). Autore di una sola canzone artificiosa, animata da un gusto almeno ducentesco e probabilmente da ricondurre alla metà o seconda metà del secolo."
"";"Scheda";"0";"BEdT 395";"Raimon de Rusillon";" ";" ";"Catalogna, Rossiglione";" "
"";"Scheda";"0";"BEdT 363";"Peire del Vern";" ";" ";"Poitou, Saintonge, Périgord";"Autore prob. di Vergt, arr. Périgueux, secondo Jeanroy 1934, p.411."
"";"Scheda";"0";"BEdT 279";"Jutge";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 257";"Izarn Rizol";" ";" ";"non precisabile";"Autore di un'unica canzone d'amore d'impianto tradizionale, trasmessa dal solo canz. °C, priva di elementi utili ad una localizzazione e datazione."
"";"Scheda";"0";"BEdT 255";"Izarn";" ";" ";"non precisabile";"Circa il luogo di attività, non necessariamente di origine, cfr. Asperti 1995, p.51-52 e note. Il testo è certamente duecentesco."
"";"Scheda";"0";"BEdT 256";"Izarn Marques";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 313";"Oste";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 426";"Rofin";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 413a";"Rainaut";" ";" ";"non precisabile";" "
"";"Scheda";"0";"BEdT 269";"Joan de Pennas";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Autore di un'unica tenzone fittizia, costruita come dibattito tra un uomo e la propria moglie."
"";"Scheda";"0";"BEdT 270";"Jojos de Toloza";" ";" ";"Linguadoca, Contea di Foix";"Nella terza strofa della sua unica composizione, una pastorella, rispondendo ad una domanda della 'bergeira' incontrata, il protagonista dice di essere de Tolza, et ai nom Joyos : non è affatto detto che si tratti di un nome vero e proprio, pare piuttosto un soprannome da giullare. Il testo è indatabile di per sé: se lo si intendesse come il capostipite del gruppo F 233, occorrerebbe datarlo entro il secondo quarto del 13 sec."
"";"Scheda";"0";"BEdT 276";"Jordan de l'Isla de Venessi";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"cfr. 141a"
"";"Scheda";"0 @";"BEdT 166";"Gaucelm Estaca";" ";" ";"non precisabile";" "
"";"Scheda";"0 @";"BEdT 425";"Rofian";" ";" ";"non precisabile";"Circa il luogo di attività, non necessariamente di origine, cfr. Asperti 1995, p.51-52 e note. Il testo è certamente duecentesco."
"";"Scheda";"0 autori diversi";"BEdT 448";"Uc";" ";" ";"non precisabile: diversi autori";"A Bausan (=045) sono da prob. da ricondurre due testi classificati da BdT sotto 448 Uc, BEdT 448,001 e BEdT 448,001a cfr. Harvey 2002, sopr. p.34-5 per il quadro delle rubriche e delle forme di indirizzo. Edizione della tenzone (BEdT 114,001) = BEdT 448,002 in Radaelli 2007 (Chardon - Ugon)."
"";"Scheda";"0 autori diversi";"BEdT 025";"Arnaut";" ";" ";"non precisabile: diversi autori";"Si tratta forse o probabilmente di più autori. Secondo Marshall 1985, p.453, il promotore della tenzone BEdT 025,001a (= BEdT 058,001) dovrebbe in realtà chiamarsi Arman , non Arnaut ."
"";"Scheda";"0 autori diversi";"BEdT 052";"Bernart";" ";" ";"non precisabile: diversi autori";" "
"";"Scheda";"0 diversi autori";"BEdT 131";"Elias";" ";" ";"non precisabile: diversi autori";" "
"";"Scheda";"0 diversi autori";"BEdT 367";"Peironet";" ";" ";"non precisabile: diversi autori";"La rubrica riunisce due trovatori certamente distinti, se si accetta l'identificazione del Peire di BEdT 322b,001 col re Pietro III d'Aragona: in questo caso il Peironet suo interlocutore è da distinguere con sicurezza dall'omonimo che dibatte con Guiraut de Salaignac nello scambio di coblas BEdT 322b,001 - BEdT 367,002."
"";"Scheda";"0 diversi autori";"BEdT 075";"Bertran";" ";" ";"non precisabile: diversi autori";"La rubrica Bertran individua anche Bertran d'Alamanon in tenzone con Sordel in 437,011. Il Bertran che discute con Monge nella tenzone BEdT 075,005 è molto probabilmente un italiano, a giudicare dalle rime (cfr. sopr. v.23-4). Il Bertran che contende col giullare Javare in BEdT 075,004 è qualificato dall'interlocutore come cavalier trobador e capace di comporre coblas ( pois coblas sabes faire )."
"";"Scheda";"0 diversi autori";"BEdT 127";"Eble";" ";" ";"non precisabile: diversi autori";" "
"";"Scheda";"0 diversi autori";"BEdT 165";"Gaucelm";" ";" ";"non precisabile: diversi autori";" "
"";"Scheda";"0 diversi autori";"BEdT 201";"Guillem";" ";" ";"non precisabile: diversi autori";"Il Guillem che dibatte con Peire in 322a,001 = 201,001 compone intorno al 1276"
"";"Scheda";"0: solo nominato";"BEdT 368";"Pelardit";" ";" ";"non precisabile: solo nominato";"Nominato da Uc de Lescura in un gruppo di trovatori e giullari di fama."
"";"Scheda";"0: solo nominato";"BEdT 078";"Bertran Arnaut";" ";" ";"non precisabile: solo nominato";"Trovatore noto solo attraverso l'indice del canz. di Bernart Amoros e del quale non si è conservato nessun testo."
"";"Scheda";"0: solo nominato";"BEdT 384a";"Lo princeps dels Bauz";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"L'attribuzione compare nell'indice di ^a e non può essere associata con sicurezza a nessun testo."
"";"Scheda";"0: solo nominato";"BEdT 042";"Auzer Figueira";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"0: solo nominato";"BEdT 321";"Pei Ramon";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"0: solo nominato";"BEdT 033";"Arnaut Romieu";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"0: solo nominato";"BEdT 161";"Galaubet";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"0: solo nominato";"BEdT 164";"Gasquet";" ";" ";"non precisabile: solo nominato";"Si tratta con ogni evidenza di un giullare, nominato nell'incipit di BEdT 461,123c e oggetto di una diretta satira personale nelle coblas di Fortunier BEdT 158,001, unitamente al suo possibile protettore n'Aimeric."
"";"Scheda";"0: solo nominato";"BEdT 175";"Geneys lo Joglar";" ";" ";"non precisabile: solo nominato";"Attribuzione presente nel solo canzoniere °C 1085 per la canzone BEdT 027,004b. Blasi 1937, p.XXIII, che esclude \175 Geneys lo joglar come autore di 027,004b perché si tratta di personaggio altrimenti sconosciuto, avanza l'idea che si possa trattare di uno pseudonimo per desiganare lo stesso Arnaut Catalan cui la canzone religiosa è attribuita dal solo °M. La rubrica attributiva nella tavola del canzoniere (quella in testa alla canzone è parzialmente asportata, ma concorde per quanto rimane) recita Geneys lo ioglars a cuy uoutz de lucas det lo sotlar ."
"";"Scheda";"0: solo nominato";"BEdT 135";"Elias Gausmar";" ";" ";"non precisabile: solo nominato";"Variante di nome presente nei canzonieri °C °R nella satira BEdT 323,011."
"";"Scheda";"0 @";"BEdT 425";"Rofian";" ";" ";"non precisabile";"Circa il luogo di attività, non necessariamente di origine, cfr. Asperti 1995, p.51-52 e note. Il testo è certamente duecentesco."
"";"Scheda";"0 @";"BEdT 166";"Gaucelm Estaca";" ";" ";"non precisabile";" "
"";"Scheda";"4 (?)";"BEdT 428";"Rostanh de Merguas";" ";" ";"Provenza, Delfinato, Viennese, Valentinese (?)";" "
"";"Scheda";"4 (?)";"BEdT 394";"Raimon d'Avignon";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"è stato proposto d'identificarlo col medico omonimo che prima del 1209 tradusse in versi il tratto di chirurgia di Ruggero da Salerno (cfr. Pirot 1972, p.60-1, che è possibilista)"
"";"Scheda";"4 (?)";"BEdT 374";"Pons Barba";" ";" ";"Linguadoca, Contea di Foix (?)";"In rapporto con le corti di Castiglia e d'Aragona. La datazione non è però pacifica. All'epoca di Alfonso X ? così pensa Alvar 1977 (ma il discorso resta ipotetico): il sirventese 374,002 è accostabile per un verso all'opera morale di 225 GlMont, per un altro all'interesse per la posizione a corte di trovatori e giullari che è ravvisabile nell'opera di 248 GrRiq e di 434 ServGir. Guida 2002 propone però una datazione anticipata all'inizio del secolo, in rapporto col Pietro II, identificato come destinatario del sirventese, e lo identifica come uno dei Barba di Mirepoix (Mirapeis) cfr. anche ibid., p.170, nota a 4, 20 calar , 'tacere'."
"";"Scheda";"4 (?)";"BEdT 352";"Peire de la Mula";" ";" ";"Italia";"Folena 1976, p.35 propone di identificarlo con il Mola"
"";"Scheda";"4 (?)";"BEdT 292";"Maistre";" ";" ";"non precisabile";"Marshall 1985, p.456-7 propone l'identificazione dell'interlocutore in 292,001 con Bernart de la Barta (058)"
"";"Scheda";"4 (?)";"BEdT 058";"Bernart de la Barta";" ";" ";"non precisabile";"Identificato dubitativamente (e con pochissimo fondamento) col vescovo di Auch deposto dai Crociati antialbigesi nel 1214 cfr. Aurell 1989, p.52 e n.54, p.292 (con rinvio a Gere 1956, p.51, n.50). é stata proposta l'identità con BEdT 073 (Marshall 1985, p.456-7)."
"";"Scheda";"4 (?)";"BEdT 055";"Bernart Arnaut de Moncuc";" ";" ";"Quercy, Rouergue";"Cfr. note relative alla datazione dell'unico testo che gli è attribuito, il sirventese 055,001, Er can li rozier ."
"";"Scheda";"4 (?)";"BEdT 005";"Ademar de Rocaficha";" ";" ";"Linguadoca, Contea di Foix";"Prob. di Roquefixade, cant. di Lavelanet, Ariège [ca. 20 km a est di Foix] (Jeanroy 1934, p.330). Sulla famiglia cfr. Guida 2011, p.192-202."
"";"Scheda";"4 (?) @";"BEdT 458";"Uguet";" ";" ";"attribuzione";"Trovatore identificato con BEdT 454 Uc de Mataplana."
